                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    476,                0.26562,                0.53419,                0.22713,                0.83592,                0.90934,                0.86084,                0.91948,                0.83265,                0.91689,                0.86683,                0.92248,                0.70164,                0.43593,                0.82446,                 0.4862,                0.99522,              0.0021625,              0.0021625,              0.0021625
                    477,                0.26397,                0.53621,                0.22652,                0.83498,                0.90938,                0.86091,                0.91983,                0.83285,                0.91766,                0.86623,                0.92259,                 0.7018,                 0.4359,                0.82437,                 0.4856,                0.99544,               0.002146,               0.002146,               0.002146
                    478,                0.26082,                0.53065,                0.22481,                0.83554,                0.90667,                 0.8635,                0.91975,                0.83282,                0.91706,                0.86656,                0.92272,                0.70194,                0.43592,                0.82521,                0.48518,                0.99586,              0.0021295,              0.0021295,              0.0021295
                    479,                0.26128,                0.53115,                0.22711,                0.83636,                0.90454,                0.86532,                0.91956,                0.83247,                0.91988,                0.86413,                0.92258,                0.70174,                0.43587,                0.82565,                0.48552,                0.99594,               0.002113,               0.002113,               0.002113
                    480,                0.26014,                0.53139,                0.22398,                0.83331,                0.90568,                 0.8637,                0.91947,                0.83286,                0.91906,                0.86438,                0.92244,                0.70185,                0.43548,                0.82584,                0.48583,                0.99563,              0.0020965,              0.0020965,              0.0020965
                    481,                0.26205,                0.53189,                0.22469,                0.83422,                0.90634,                0.86312,                 0.9196,                0.83271,                0.91749,                0.86643,                0.92287,                0.70159,                0.43542,                0.82596,                0.48562,                0.99567,                0.00208,                0.00208,                0.00208
                    482,                0.26009,                 0.5306,                0.22349,                 0.8324,                0.90389,                0.86584,                0.91956,                0.83272,                 0.9124,                0.87054,                0.92279,                0.70147,                0.43493,                0.82649,                0.48551,                0.99522,              0.0020635,              0.0020635,              0.0020635
                    483,                0.25838,                0.52812,                 0.2212,                0.83288,                0.90294,                0.86669,                 0.9196,                0.83267,                 0.9128,                0.87079,                0.92263,                 0.7017,                0.43515,                0.82681,                0.48576,                0.99575,               0.002047,               0.002047,               0.002047
                    484,                0.25741,                0.52836,                0.21975,                0.83352,                0.90388,                0.86604,                0.91942,                0.83261,                0.91265,                0.87089,                 0.9226,                0.70196,                0.43511,                0.82716,                 0.4864,                0.99599,              0.0020305,              0.0020305,              0.0020305
                    485,                0.25657,                0.52752,                0.22123,                0.83279,                0.90357,                0.86575,                0.91952,                0.83283,                 0.9123,                0.87094,                0.92262,                 0.7019,                0.43495,                0.82757,                0.48648,                0.99604,               0.002014,               0.002014,               0.002014
                    486,                0.25747,                0.52637,                0.22299,                0.83316,                0.90412,                0.86562,                0.91961,                0.83281,                0.91199,                0.87085,                0.92279,                0.70182,                0.43497,                0.82775,                0.48646,                0.99657,              0.0019975,              0.0019975,              0.0019975
                    487,                0.25731,                0.52806,                  0.222,                0.83206,                0.90384,                0.86499,                0.91979,                 0.8331,                0.91513,                0.86812,                0.92312,                0.70184,                0.43476,                0.82807,                0.48623,                0.99642,               0.001981,               0.001981,               0.001981
                    488,                0.25595,                0.52588,                 0.2182,                0.83223,                0.90902,                0.86036,                 0.9197,                0.83307,                0.91581,                0.86679,                0.92261,                0.70165,                0.43483,                0.82875,                0.48674,                0.99646,              0.0019645,              0.0019645,              0.0019645
                    489,                0.25664,                0.52651,                0.21831,                 0.8317,                0.90988,                0.85923,                0.91983,                0.83318,                0.91517,                0.86705,                0.92268,                0.70213,                0.43499,                0.82893,                0.48659,                 0.9966,               0.001948,               0.001948,               0.001948
                    490,                0.25354,                0.52408,                0.21854,                0.83182,                0.90955,                0.85957,                0.91985,                0.83333,                0.91622,                0.86614,                0.92261,                 0.7022,                 0.4348,                0.82907,                0.48651,                0.99633,              0.0019315,              0.0019315,              0.0019315
                    491,                  0.254,                0.52163,                0.21743,                0.83167,                0.90915,                0.85951,                0.91978,                0.83328,                0.91597,                0.86608,                0.92278,                0.70221,                0.43478,                0.82904,                0.48672,                0.99638,               0.001915,               0.001915,               0.001915
                    492,                0.25245,                0.52262,                0.21762,                0.83163,                0.90873,                0.85932,                0.91985,                0.83328,                0.91544,                0.86612,                 0.9227,                0.70218,                0.43455,                 0.8291,                0.48729,                0.99629,              0.0018985,              0.0018985,              0.0018985
                    493,                0.25346,                0.52121,                0.21561,                0.83227,                0.90925,                0.85873,                0.91987,                0.83338,                 0.9162,                0.86529,                0.92274,                0.70217,                0.43485,                0.82939,                 0.4873,                 0.9967,               0.001882,               0.001882,               0.001882
                    494,                0.25191,                0.52368,                  0.216,                0.83154,                0.90786,                0.85996,                   0.92,                0.83352,                0.91554,                0.86584,                0.92298,                 0.7019,                0.43461,                0.82943,                0.48759,                0.99677,              0.0018655,              0.0018655,              0.0018655
                    495,                0.25188,                0.51932,                0.21562,                 0.8315,                0.90782,                0.86045,                0.92011,                0.83379,                0.91453,                0.86682,                0.92281,                0.70238,                0.43434,                0.82956,                0.48752,                0.99681,               0.001849,               0.001849,               0.001849
                    496,                 0.2517,                 0.5197,                0.21669,                0.83135,                0.90717,                0.86116,                0.91982,                0.83352,                0.91465,                0.86636,                0.92252,                 0.7024,                0.43413,                0.82948,                0.48774,                 0.9968,              0.0018325,              0.0018325,              0.0018325
                    497,                0.25015,                0.51785,                 0.2133,                0.83156,                0.90738,                0.86107,                0.91994,                0.83352,                0.91489,                0.86598,                0.92242,                0.70238,                    inf,                0.82934,                0.48768,                 0.9972,               0.001816,               0.001816,               0.001816
                    498,                0.24979,                0.52144,                0.21415,                 0.8303,                 0.9064,                0.86154,                0.91996,                 0.8338,                0.91415,                0.86653,                0.92248,                0.70277,                    inf,                0.82973,                0.48779,                0.99736,              0.0017995,              0.0017995,              0.0017995
                    499,                0.24857,                 0.5163,                0.21074,                0.82882,                0.90494,                0.86271,                0.92002,                0.83397,                0.91195,                0.86818,                0.92278,                0.70308,                    inf,                0.83032,                0.48788,                0.99705,               0.001783,               0.001783,               0.001783
                    500,                0.24685,                0.51839,                0.21351,                0.83007,                 0.9043,                 0.8634,                0.92011,                0.83423,                0.91302,                0.86744,                0.92282,                0.70324,                    inf,                0.83028,                0.48802,                0.99692,              0.0017665,              0.0017665,              0.0017665
                    501,                0.24633,                0.51387,                0.21142,                0.82731,                0.90302,                 0.8637,                 0.9201,                0.83424,                0.91713,                0.86383,                0.92284,                 0.7031,                0.43414,                0.83194,                0.48817,                0.99735,                0.00175,                0.00175,                0.00175
                    502,                0.24594,                0.51497,                 0.2102,                0.82867,                0.90885,                0.85834,                 0.9201,                0.83419,                0.91775,                0.86347,                0.92264,                0.70301,                    inf,                0.83264,                0.48882,                0.99747,              0.0017335,              0.0017335,              0.0017335
                    503,                0.24744,                0.51693,                0.21246,                0.83101,                0.91099,                 0.8564,                0.92004,                0.83422,                0.91778,                0.86312,                 0.9229,                0.70318,                    inf,                0.83364,                0.48903,                0.99745,               0.001717,               0.001717,               0.001717
                    504,                0.24571,                0.51311,                0.21056,                0.82934,                0.91069,                0.85619,                 0.9197,                0.83422,                0.91771,                0.86334,                0.92265,                0.70345,                    inf,                0.83356,                 0.4893,                0.99736,              0.0017005,              0.0017005,              0.0017005
                    505,                0.24318,                0.51265,                0.21029,                0.82807,                0.91122,                0.85614,                0.91993,                0.83461,                0.91779,                0.86344,                0.92309,                0.70387,                0.43327,                0.83311,                0.48969,                0.99732,               0.001684,               0.001684,               0.001684
                    506,                0.24415,                0.51386,                0.21055,                0.83029,                0.91088,                0.85607,                0.91956,                0.83413,                0.91817,                0.86292,                0.92279,                0.70349,                    inf,                0.83295,                0.48919,                0.99774,              0.0016675,              0.0016675,              0.0016675
                    507,                 0.2421,                   0.51,                0.20918,                0.82881,                0.91145,                0.85545,                 0.9197,                0.83438,                0.91919,                0.86163,                0.92267,                0.70402,                    inf,                0.83289,                0.48894,                0.99812,               0.001651,               0.001651,               0.001651
                    508,                0.24334,                0.51188,                0.21051,                0.82962,                0.91149,                0.85577,                0.91976,                0.83444,                 0.9183,                 0.8624,                0.92256,                0.70376,                    inf,                0.83281,                0.48909,                0.99784,              0.0016345,              0.0016345,              0.0016345
                    509,                0.24139,                 0.5087,                0.20637,                0.82727,                0.91207,                0.85538,                0.91956,                0.83429,                0.91781,                0.86299,                0.92276,                0.70401,                    inf,                0.83327,                0.48864,                0.99783,               0.001618,               0.001618,               0.001618
                    510,                0.24004,                0.50952,                 0.2093,                0.82748,                 0.9128,                0.85447,                 0.9197,                0.83429,                0.91859,                0.86224,                 0.9227,                0.70441,                0.43254,                0.83333,                0.48818,                0.99836,              0.0016015,              0.0016015,              0.0016015
                    511,                0.23962,                0.50719,                 0.2067,                0.82749,                0.91444,                0.85272,                 0.9199,                0.83449,                0.91654,                0.86358,                0.92289,                0.70454,                0.43258,                0.83338,                 0.4882,                0.99863,               0.001585,               0.001585,               0.001585
                    512,                0.23972,                0.50772,                0.20617,                0.82847,                0.91377,                0.85318,                0.91976,                0.83433,                0.91508,                0.86526,                0.92278,                0.70391,                    inf,                0.83383,                0.48858,                0.99861,              0.0015685,              0.0015685,              0.0015685
                    513,                 0.2399,                0.51015,                0.20572,                0.82862,                0.91432,                0.85309,                0.91949,                0.83423,                0.92215,                0.85886,                0.92251,                0.70417,                0.43218,                0.83421,                0.48895,                0.99884,               0.001552,               0.001552,               0.001552
                    514,                0.23833,                0.50533,                0.20383,                0.82811,                0.91038,                0.85632,                0.91954,                0.83438,                0.91716,                0.86308,                0.92264,                0.70416,                0.43179,                0.83457,                0.48912,                 0.9984,              0.0015355,              0.0015355,              0.0015355
                    515,                0.23721,                0.50511,                0.20389,                0.82746,                 0.9095,                 0.8573,                   0.92,                0.83491,                0.91531,                0.86519,                 0.9232,                0.70503,                0.43149,                0.83446,                0.48943,                0.99833,               0.001519,               0.001519,               0.001519
                    516,                0.23775,                0.50538,                 0.2029,                0.82701,                0.90865,                0.85753,                0.91965,                0.83474,                0.91566,                 0.8649,                0.92302,                0.70458,                0.43111,                0.83483,                0.49009,                 0.9982,              0.0015025,              0.0015025,              0.0015025
                    517,                0.23627,                0.50324,                0.20271,                0.82814,                0.90799,                0.85813,                0.91964,                 0.8348,                0.91531,                0.86505,                0.92297,                0.70471,                0.43073,                0.83544,                0.48976,                0.99829,               0.001486,               0.001486,               0.001486
                    518,                0.23435,                0.50513,                0.20281,                 0.8265,                0.90835,                 0.8573,                 0.9194,                0.83477,                0.91557,                0.86438,                0.92285,                0.70517,                0.43042,                0.83601,                0.48941,                0.99838,              0.0014695,              0.0014695,              0.0014695
                    519,                0.23353,                0.50309,                0.20025,                0.82695,                0.90912,                0.85662,                0.91943,                0.83463,                0.91653,                0.86321,                0.92286,                0.70442,                0.43014,                0.83678,                0.49017,                0.99845,               0.001453,               0.001453,               0.001453
                    520,                0.23408,                0.50256,                0.20347,                0.82809,                0.91264,                0.85366,                0.91959,                0.83495,                0.92013,                0.86031,                0.92293,                0.70473,                0.42994,                0.83689,                0.49058,                 0.9986,              0.0014365,              0.0014365,              0.0014365
                    521,                0.23432,                0.50261,                0.20059,                0.82658,                0.91368,                0.85253,                0.91951,                 0.8348,                0.92027,                0.86006,                0.92302,                0.70452,                0.42963,                0.83707,                0.49079,                 0.9984,                0.00142,                0.00142,                0.00142
                    522,                0.23422,                0.50006,                 0.2014,                0.82665,                0.91195,                0.85402,                0.91966,                0.83524,                0.91948,                0.86078,                0.92316,                0.70449,                0.42932,                0.83743,                0.49121,                0.99827,              0.0014035,              0.0014035,              0.0014035
                    523,                0.23224,                0.49849,                0.20001,                0.82473,                0.91076,                0.85483,                0.91965,                 0.8353,                0.91914,                 0.8613,                0.92312,                0.70431,                0.42924,                0.83799,                0.49153,                0.99848,               0.001387,               0.001387,               0.001387
                    524,                0.23124,                0.50044,                0.19942,                0.82586,                 0.9111,                0.85434,                0.91951,                0.83545,                0.92005,                0.85957,                0.92285,                0.70456,                0.42886,                0.83824,                  0.492,                0.99828,              0.0013705,              0.0013705,              0.0013705
                    525,                0.23127,                0.50012,                0.19971,                0.82511,                 0.9114,                0.85395,                0.91935,                0.83522,                0.91886,                0.86077,                0.92267,                0.70442,                0.42864,                0.83825,                0.49275,                0.99834,               0.001354,               0.001354,               0.001354
                    526,                0.23012,                 0.4982,                0.19937,                0.82475,                0.91025,                 0.8546,                0.91944,                0.83527,                  0.919,                 0.8606,                0.92278,                0.70498,                0.42878,                0.83913,                 0.4934,                0.99866,              0.0013375,              0.0013375,              0.0013375
                    527,                0.22954,                0.49596,                 0.1979,                0.82456,                0.91095,                0.85403,                0.91913,                0.83515,                0.91839,                0.86052,                0.92224,                0.70431,                0.42871,                0.83938,                0.49441,                0.99871,               0.001321,               0.001321,               0.001321
                    528,                0.22755,                0.49525,                0.19773,                0.82478,                 0.9098,                 0.8545,                0.91898,                0.83507,                0.91696,                0.86089,                0.92189,                0.70469,                0.42895,                0.83976,                0.49507,                0.99909,              0.0013045,              0.0013045,              0.0013045
                    529,                0.22751,                 0.4959,                0.19671,                0.82431,                0.90906,                0.85584,                0.91888,                0.83519,                0.91674,                0.86163,                 0.9219,                0.70433,                    inf,                0.84026,                0.49555,                0.99954,               0.001288,               0.001288,               0.001288
                    530,                0.22735,                0.49461,                0.19674,                 0.8254,                0.90902,                0.85554,                0.91864,                0.83505,                0.91621,                0.86167,                0.92186,                0.70443,                0.42897,                0.84119,                 0.4961,                0.99974,              0.0012715,              0.0012715,              0.0012715
                    531,                0.22732,                0.49334,                0.19621,                0.82508,                 0.9055,                0.85873,                0.91864,                0.83506,                0.91457,                0.86314,                0.92179,                0.70477,                0.42889,                0.84196,                0.49642,                0.99998,               0.001255,               0.001255,               0.001255
                    532,                0.22562,                0.49205,                0.19515,                0.82412,                0.90519,                0.85912,                0.91868,                0.83502,                0.91353,                0.86417,                 0.9217,                0.70456,                0.42906,                 0.8421,                0.49689,                 1.0003,              0.0012385,              0.0012385,              0.0012385
                    533,                0.22556,                0.49027,                0.19412,                0.82392,                 0.9067,                 0.8574,                0.91856,                 0.8349,                0.91527,                 0.8626,                0.92161,                0.70436,                    inf,                0.84293,                0.49654,                 1.0007,               0.001222,               0.001222,               0.001222
                    534,                 0.2241,                0.48929,                0.19232,                0.82238,                0.90649,                0.85733,                0.91848,                0.83501,                0.91657,                0.86136,                0.92152,                0.70478,                    inf,                0.84316,                0.49726,                 1.0003,              0.0012055,              0.0012055,              0.0012055
                    535,                0.22316,                0.49012,                0.19311,                0.82341,                 0.9056,                0.85815,                0.91847,                0.83484,                0.91788,                0.85974,                0.92119,                0.70451,                    inf,                0.84381,                0.49784,                 1.0002,               0.001189,               0.001189,               0.001189
                    536,                0.22271,                0.48817,                0.19189,                 0.8222,                0.91449,                0.85038,                0.91866,                0.83488,                0.91751,                0.86023,                0.92122,                0.70489,                0.42848,                0.84408,                0.49819,                 1.0001,              0.0011725,              0.0011725,              0.0011725
                    537,                0.22181,                0.48776,                0.19056,                0.82169,                0.90397,                0.85977,                0.91849,                0.83472,                0.91618,                0.86168,                0.92093,                 0.7041,                0.42877,                 0.8445,                0.49864,                 1.0005,               0.001156,               0.001156,               0.001156
                    538,                0.22125,                0.48684,                 0.1906,                0.82282,                 0.9144,                0.85088,                0.91832,                0.83477,                0.91638,                0.86145,                0.92097,                0.70438,                    inf,                0.84475,                0.49889,                 1.0005,              0.0011395,              0.0011395,              0.0011395
                    539,                0.22004,                0.48689,                  0.189,                0.82286,                0.91271,                0.85223,                0.91831,                0.83491,                0.91403,                0.86338,                0.92088,                0.70515,                    inf,                0.84462,                 0.4992,                      1,               0.001123,               0.001123,               0.001123
                    540,                0.22048,                0.48479,                0.18881,                0.82238,                0.91196,                0.85279,                0.91811,                0.83479,                0.91724,                0.86118,                0.92072,                0.70461,                    inf,                0.84545,                0.49943,                0.99998,              0.0011065,              0.0011065,              0.0011065
                    541,                0.21901,                0.48617,                0.18837,                0.82114,                0.91194,                0.85277,                0.91799,                0.83471,                0.91365,                 0.8644,                0.92039,                0.70462,                    inf,                0.84593,                0.49983,                0.99965,                0.00109,                0.00109,                0.00109
                    542,                0.21836,                 0.4851,                0.18931,                0.82141,                 0.9137,                 0.8515,                0.91795,                0.83467,                0.91182,                0.86523,                0.92023,                0.70449,                    inf,                0.84615,                0.50059,                0.99941,              0.0010735,              0.0010735,              0.0010735
                    543,                0.21792,                0.48494,                0.18931,                 0.8229,                0.91439,                0.85061,                0.91777,                 0.8344,                0.91249,                0.86467,                0.92003,                0.70496,                    inf,                0.84632,                0.50143,                0.99957,               0.001057,               0.001057,               0.001057
                    544,                0.21881,                0.48554,                0.18714,                0.82235,                0.91006,                0.85397,                  0.918,                 0.8346,                0.91119,                0.86523,                0.91992,                0.70502,                    inf,                0.84717,                0.50185,                0.99946,              0.0010405,              0.0010405,              0.0010405
                    545,                 0.2162,                 0.4821,                 0.1856,                0.82122,                0.90941,                0.85519,                0.91789,                0.83445,                0.91882,                0.85885,                0.92014,                0.70448,                0.42854,                0.84752,                 0.5023,                0.99976,               0.001024,               0.001024,               0.001024
                    546,                0.21527,                0.48184,                0.18582,                0.82173,                0.91121,                0.85331,                0.91756,                0.83437,                0.91986,                 0.8575,                0.91997,                0.70422,                 0.4288,                0.84798,                0.50216,                 1.0002,              0.0010075,              0.0010075,              0.0010075
                    547,                0.21495,                0.48099,                0.18545,                0.82061,                0.91131,                0.85327,                0.91745,                0.83437,                0.92015,                0.85759,                0.92002,                0.70429,                    inf,                0.84849,                0.50207,                 1.0003,               0.000991,               0.000991,               0.000991
                    548,                0.21396,                0.47907,                0.18411,                0.81942,                0.91367,                0.85122,                 0.9174,                0.83432,                0.92042,                0.85668,                 0.9199,                0.70459,                0.42899,                0.84897,                0.50202,                 1.0004,              0.0009745,              0.0009745,              0.0009745
                    549,                0.21333,                0.47875,                0.18298,                   0.82,                0.91471,                0.85022,                0.91702,                0.83388,                0.92237,                0.85509,                0.91968,                0.70402,                0.42963,                0.84928,                0.50264,                 1.0008,               0.000958,               0.000958,               0.000958
                    550,                0.21351,                0.47892,                 0.1826,                0.81946,                0.91471,                0.85043,                0.91697,                 0.8336,                 0.9212,                0.85623,                0.91944,                0.70401,                0.42954,                0.84984,                0.50322,                 1.0007,              0.0009415,              0.0009415,              0.0009415
                    551,                 0.2122,                0.47675,                0.18208,                0.81942,                0.91346,                0.85126,                 0.9169,                0.83361,                 0.9209,                 0.8562,                0.91947,                0.70377,                 0.4297,                0.85031,                 0.5042,                 1.0006,               0.000925,               0.000925,               0.000925
                    552,                0.21233,                0.47634,                0.18085,                0.81957,                0.91162,                0.85241,                0.91678,                0.83347,                0.91992,                0.85717,                0.91943,                0.70402,                    inf,                0.85089,                0.50464,                 1.0009,              0.0009085,              0.0009085,              0.0009085
                    553,                 0.2106,                0.47478,                0.18085,                0.81839,                0.91255,                0.85168,                0.91672,                0.83356,                0.91909,                0.85779,                0.91912,                0.70435,                    inf,                0.85184,                0.50477,                 1.0003,               0.000892,               0.000892,               0.000892
                    554,                0.21088,                0.47541,                0.18132,                0.81939,                0.91316,                 0.8511,                0.91677,                0.83333,                0.91978,                0.85727,                0.91912,                0.70366,                    inf,                0.85217,                0.50514,                0.99984,              0.0008755,              0.0008755,              0.0008755
                    555,                0.20847,                0.47355,                0.17999,                0.81899,                0.91366,                0.85145,                0.91661,                 0.8335,                0.92004,                 0.8574,                0.91911,                0.70356,                0.43007,                0.85307,                0.50503,                 1.0001,               0.000859,               0.000859,               0.000859
                    556,                0.20911,                0.47599,                0.18021,                0.81941,                 0.9134,                0.85155,                0.91663,                0.83362,                0.92048,                0.85661,                0.91862,                0.70348,                0.42978,                0.85325,                0.50532,                 0.9998,              0.0008425,              0.0008425,              0.0008425
                    557,                0.20813,                0.47181,                0.17986,                0.81959,                0.91302,                0.85181,                0.91641,                0.83349,                0.92037,                0.85709,                0.91871,                0.70317,                0.42992,                0.85417,                0.50569,                0.99992,               0.000826,               0.000826,               0.000826
                    558,                0.20661,                0.46972,                0.17755,                0.81827,                0.91348,                0.85093,                0.91628,                0.83351,                0.91983,                0.85685,                0.91859,                0.70348,                0.42969,                0.85476,                  0.506,                0.99979,              0.0008095,              0.0008095,              0.0008095
                    559,                0.20699,                0.47106,                0.17753,                 0.8188,                0.90979,                0.85402,                0.91636,                0.83353,                0.91907,                0.85692,                0.91872,                0.70352,                 0.4296,                0.85562,                0.50674,                      1,               0.000793,               0.000793,               0.000793
                    560,                0.20566,                0.46996,                0.17654,                0.81835,                0.90817,                0.85548,                0.91638,                0.83378,                0.91992,                0.85634,                0.91878,                 0.7038,                0.42943,                0.85577,                0.50707,                0.99961,              0.0007765,              0.0007765,              0.0007765
                    561,                0.20615,                0.47075,                0.17617,                0.81882,                0.90763,                0.85548,                0.91635,                0.83379,                0.91807,                0.85821,                0.91837,                0.70374,                 0.4293,                0.85663,                0.50704,                 0.9996,                0.00076,                0.00076,                0.00076
                    562,                0.20431,                0.46781,                0.17501,                0.81767,                0.90253,                0.86045,                0.91626,                0.83378,                0.91857,                0.85818,                0.91862,                0.70368,                    inf,                0.85731,                0.50793,                0.99927,              0.0007435,              0.0007435,              0.0007435
                    563,                0.20475,                0.46851,                0.17415,                0.81891,                0.90352,                0.85941,                0.91621,                0.83386,                0.91892,                0.85828,                0.91863,                0.70351,                    inf,                0.85811,                 0.5078,                0.99942,               0.000727,               0.000727,               0.000727
                    564,                0.20376,                0.46739,                0.17589,                0.81776,                0.90834,                0.85551,                0.91624,                  0.834,                0.91757,                0.85866,                0.91832,                0.70411,                    inf,                0.85877,                0.50769,                0.99914,              0.0007105,              0.0007105,              0.0007105
                    565,                0.20297,                0.46924,                0.17419,                 0.8166,                0.90975,                0.85402,                0.91598,                0.83382,                0.91737,                0.85909,                0.91813,                0.70346,                0.42878,                0.85929,                0.50828,                0.99907,               0.000694,               0.000694,               0.000694
                    566,                0.20157,                0.46761,                 0.1738,                0.81717,                0.90952,                0.85402,                0.91603,                0.83374,                0.91648,                0.85954,                 0.9179,                 0.7038,                    inf,                0.86069,                0.50851,                0.99893,              0.0006775,              0.0006775,              0.0006775
                    567,                0.20228,                0.46438,                0.17485,                 0.8178,                0.90781,                0.85496,                  0.916,                0.83357,                0.91621,                0.85883,                0.91804,                0.70352,                    inf,                0.86175,                0.50902,                0.99903,               0.000661,               0.000661,               0.000661
                    568,                0.20165,                0.46526,                0.17309,                0.81687,                0.90686,                0.85583,                  0.916,                 0.8336,                0.91414,                  0.861,                0.91812,                0.70355,                    inf,                 0.8622,                0.50932,                0.99853,              0.0006445,              0.0006445,              0.0006445
                    569,                0.20033,                0.46257,                0.17193,                0.81658,                0.90731,                0.85496,                0.91596,                0.83363,                 0.9139,                0.86068,                0.91818,                0.70353,                    inf,                0.86224,                0.50994,                0.99821,               0.000628,               0.000628,               0.000628
